24/03/2022 13:29:27
Spectrometer: USB2G54090
Integration time (ms): 320.0
Scans averaged: 20

Wavelength,Intensity
350.000,1.977
351.000,1.631
352.000,1.211
353.000,1.714
354.000,0.718
355.000,4.153
356.000,1.592
357.000,1.002
358.000,3.991
359.000,2.808
360.000,2.433
361.000,2.015
362.000,2.903
363.000,4.172
364.000,2.745
365.000,3.285
366.000,8.019
367.000,5.378
368.000,7.662
369.000,10.662
370.000,11.871
371.000,11.963
372.000,14.216
373.000,14.613
374.000,18.835
375.000,18.508
376.000,14.776
377.000,18.445
378.000,18.818
379.000,17.941
380.000,17.175
381.000,16.662
382.000,15.722
383.000,18.232
384.000,16.099
385.000,20.841
386.000,11.976
387.000,9.706
388.000,24.491
389.000,31.551
390.000,29.965
391.000,35.959
392.000,43.573
393.000,50.582
394.000,55.922
395.000,65.283
396.000,74.367
397.000,88.133
398.000,96.140
399.000,107.667
400.000,122.108
401.000,137.185
402.000,149.946
403.000,175.142
404.000,189.033
405.000,210.516
406.000,230.003
407.000,244.094
408.000,268.773
409.000,296.923
410.000,331.488
411.000,369.275
412.000,395.788
413.000,433.521
414.000,458.160
415.000,505.772
416.000,543.196
417.000,578.954
418.000,621.458
419.000,676.258
420.000,730.497
421.000,761.055
422.000,804.547
423.000,858.123
424.000,917.925
425.000,921.192
426.000,1005.340
427.000,1051.458
428.000,1082.798
429.000,1152.066
430.000,1217.700
431.000,1299.107
432.000,1346.317
433.000,1403.205
434.000,1490.239
435.000,1547.962
436.000,1611.777
437.000,1709.931
438.000,1764.414
439.000,1861.387
440.000,1922.579
441.000,1961.145
442.000,2062.652
443.000,2180.405
444.000,2194.744
445.000,2253.772
446.000,2331.194
447.000,2315.166
448.000,2381.464
449.000,2311.409
450.000,2477.119
451.000,2486.890
452.000,2448.294
453.000,2463.868
454.000,2483.633
455.000,2483.629
456.000,2514.297
457.000,2565.284
458.000,2550.330
459.000,2595.590
460.000,2643.966
461.000,2651.545
462.000,2692.695
463.000,2695.081
464.000,2723.715
465.000,2728.316
466.000,2802.359
467.000,2800.663
468.000,2897.863
469.000,2908.193
470.000,2892.264
471.000,3051.363
472.000,3088.178
473.000,3081.465
474.000,3129.685
475.000,3173.799
476.000,3202.437
477.000,3375.722
478.000,3375.704
479.000,3318.904
480.000,3505.161
481.000,3529.864
482.000,3538.438
483.000,3611.259
484.000,3669.147
485.000,3699.325
486.000,3763.596
487.000,3728.962
488.000,3697.079
489.000,3867.011
490.000,3813.376
491.000,3799.313
492.000,3783.444
493.000,3748.526
494.000,3800.876
495.000,3701.890
496.000,3708.592
497.000,3627.618
498.000,3537.726
499.000,3507.804
500.000,3388.816
501.000,3352.632
502.000,3335.358
503.000,3182.828
504.000,3121.010
505.000,3057.531
506.000,2997.202
507.000,2925.790
508.000,2801.592
509.000,2717.452
510.000,2601.150
511.000,2587.402
512.000,2472.351
513.000,2431.937
514.000,2312.668
515.000,2248.302
516.000,2162.592
517.000,2060.799
518.000,2035.889
519.000,1932.378
520.000,1879.192
521.000,1816.576
522.000,1754.576
523.000,1675.962
524.000,1601.125
525.000,1562.561
526.000,1482.839
527.000,1413.855
528.000,1370.286
529.000,1306.228
530.000,1284.847
531.000,1223.904
532.000,1169.845
533.000,1133.702
534.000,1092.066
535.000,1038.061
536.000,989.031
537.000,943.618
538.000,922.993
539.000,889.188
540.000,866.270
541.000,831.013
542.000,787.908
543.000,762.087
544.000,736.118
545.000,708.401
546.000,669.354
547.000,649.759
548.000,621.808
549.000,593.702
550.000,570.105
551.000,552.499
552.000,523.473
553.000,500.233
554.000,469.938
555.000,450.171
556.000,430.056
557.000,411.403
558.000,395.129
559.000,375.447
560.000,351.677
561.000,341.460
562.000,317.852
563.000,311.626
564.000,288.651
565.000,276.854
566.000,266.382
567.000,244.411
568.000,237.298
569.000,230.633
570.000,219.150
571.000,211.211
572.000,199.175
573.000,191.547
574.000,186.134
575.000,175.313
576.000,170.750
577.000,160.420
578.000,153.853
579.000,147.802
580.000,144.000
581.000,137.004
582.000,128.350
583.000,124.126
584.000,120.710
585.000,114.095
586.000,109.424
587.000,104.784
588.000,100.075
589.000,96.331
590.000,93.887
591.000,89.022
592.000,87.166
593.000,82.079
594.000,78.131
595.000,74.340
596.000,70.439
597.000,67.369
598.000,65.426
599.000,62.591
600.000,59.583
601.000,56.830
602.000,55.000
603.000,53.145
604.000,49.269
605.000,45.389
606.000,45.790
607.000,41.338
608.000,39.697
609.000,40.592
610.000,36.373
611.000,36.526
612.000,34.616
613.000,37.454
614.000,30.502
615.000,32.929
616.000,27.825
617.000,29.221
618.000,28.401
619.000,25.813
620.000,23.859
621.000,23.575
622.000,27.529
623.000,21.249
624.000,21.664
625.000,18.940
626.000,18.123
627.000,18.690
628.000,16.947
629.000,17.032
630.000,15.103
631.000,15.476
632.000,13.544
633.000,13.392
634.000,62.942
635.000,12.801
636.000,11.546
637.000,10.874
638.000,10.752
639.000,10.877
640.000,10.379
641.000,8.757
642.000,10.356
643.000,9.240
644.000,8.312
645.000,8.678
646.000,7.651
647.000,8.636
648.000,7.177
649.000,5.483
650.000,6.704
651.000,6.314
652.000,5.076
653.000,4.503
654.000,4.849
655.000,7.241
656.000,5.072
657.000,5.364
658.000,4.475
659.000,4.829
660.000,4.899
661.000,3.917
662.000,5.649
663.000,6.945
664.000,4.816
665.000,5.188
666.000,4.059
667.000,3.146
668.000,1.869
669.000,2.278
670.000,3.558
671.000,3.357
672.000,4.122
673.000,2.745
674.000,2.348
675.000,3.414
676.000,2.372
677.000,3.032
678.000,1.731
679.000,2.357
680.000,2.017
681.000,2.298
682.000,1.036
683.000,2.482
684.000,3.719
685.000,1.044
686.000,0.255
687.000,-0.198
688.000,-1.450
689.000,1.307
690.000,0.686
691.000,0.587
692.000,-0.015
693.000,1.405
694.000,0.635
695.000,-1.181
696.000,0.200
697.000,0.381
698.000,0.361
699.000,0.871
700.000,3.944
701.000,2.545
702.000,0.897
703.000,0.184
704.000,1.234
705.000,0.569
706.000,0.306
707.000,-0.005
708.000,0.595
709.000,-0.086
710.000,-1.545
711.000,0.054
712.000,1.363
713.000,-0.616
714.000,-1.697
715.000,-0.631
716.000,0.094
717.000,-0.423
718.000,-0.814
719.000,0.524
720.000,-0.168
721.000,-0.423
722.000,-1.292
723.000,-0.226
724.000,-1.355
725.000,-1.771
726.000,1.224
727.000,0.415
728.000,-0.258
729.000,-0.142
730.000,-0.750
731.000,-1.862
732.000,0.007
733.000,0.418
734.000,-0.044
735.000,-0.532
736.000,2.757
737.000,0.195
738.000,1.514
739.000,-0.891
740.000,-1.885
741.000,-1.629
742.000,-1.378
743.000,-0.762
744.000,-1.589
745.000,1.530
746.000,-0.265
747.000,-0.679
748.000,2.436
749.000,-0.220
750.000,1.612
751.000,1.216
752.000,-0.214
753.000,-1.718
754.000,2.194
755.000,-1.504
756.000,-2.008
757.000,0.530
758.000,-1.168
759.000,-2.183
760.000,1.466
761.000,-0.252
762.000,-1.792
763.000,-2.556
764.000,-1.794
765.000,-0.636
766.000,-0.643
767.000,-0.348
768.000,-1.467
769.000,-1.512
770.000,-2.279
771.000,-1.647
772.000,-1.699
773.000,-1.502
774.000,-1.148
775.000,-1.720
776.000,-1.034
777.000,-2.557
778.000,-1.902
779.000,-2.833
780.000,0.517
781.000,-0.874
782.000,-1.244
783.000,-0.870
784.000,-2.471
785.000,1.269
786.000,-0.606
787.000,-1.608
788.000,-1.645
789.000,-0.563
790.000,-1.856
791.000,0.436
792.000,-2.327
793.000,-2.428
794.000,-1.505
795.000,-1.359
796.000,-2.973
797.000,-1.110
798.000,-1.050
799.000,-0.600
800.000,-1.881
801.000,1.839
802.000,-0.908
803.000,-1.928
804.000,-2.168
805.000,-1.669
806.000,-0.496
807.000,1.111
808.000,-0.493
809.000,-0.670
810.000,-1.785
811.000,-2.107
812.000,-2.359
813.000,-1.866
814.000,0.905
815.000,-1.814
816.000,-1.603
817.000,-2.638
818.000,3.132
819.000,-0.216
820.000,-1.172
821.000,-0.255
822.000,-0.642
823.000,-1.117
824.000,-2.208
825.000,-2.166
826.000,-3.402
827.000,-2.413
828.000,-0.948
829.000,-0.866
830.000,0.113
831.000,-0.875
832.000,-2.378
833.000,-1.782
834.000,-0.787
835.000,-2.036
836.000,-1.753
837.000,-1.924
838.000,-1.372
839.000,-3.610
840.000,-1.905
841.000,-2.896
842.000,-3.635
843.000,2.999
844.000,-1.298
845.000,-1.237
846.000,-1.715
847.000,-1.688
848.000,-1.993
849.000,-1.697
850.000,1.415
851.000,-1.419
852.000,-2.573
853.000,-0.896
854.000,-1.908
855.000,-1.709
856.000,-1.818
857.000,-0.866
858.000,-2.307
859.000,-0.923
860.000,1.204
861.000,1.046
862.000,-1.462
863.000,0.638
864.000,-0.970
865.000,-2.014
866.000,-1.311
867.000,-2.540
868.000,-2.037
869.000,-1.984
870.000,-2.262
871.000,-2.823
872.000,-0.072
873.000,-1.545
874.000,-2.063
875.000,-1.934
876.000,-3.284
877.000,-2.832
878.000,-0.315
879.000,-2.437
880.000,-2.083
881.000,-1.575
882.000,-1.261
883.000,-0.654
884.000,-2.815
885.000,-3.374
886.000,-2.965
887.000,-2.113
888.000,-0.980
889.000,-1.528
890.000,-2.552
891.000,-2.407
892.000,-2.398
893.000,-0.479
894.000,-2.788
895.000,-2.936
896.000,-1.560
897.000,-0.765
898.000,-1.516
899.000,-2.032
900.000,-2.745
901.000,-2.628
902.000,0.161
903.000,-0.273
904.000,-1.260
905.000,-2.808
906.000,-1.896
907.000,-2.945
908.000,-0.478
909.000,-0.998
910.000,-3.924
911.000,-2.300
912.000,0.176
913.000,-2.345
914.000,-1.344
915.000,-3.867
916.000,-2.271
917.000,-2.041
918.000,0.855
919.000,-2.414
920.000,-1.427
921.000,1.110
922.000,-2.140
923.000,-3.570
924.000,-3.189
925.000,-2.211
926.000,-2.607
927.000,-1.767
928.000,-1.036
929.000,-2.059
930.000,-1.834
931.000,-1.587
932.000,-1.268
933.000,-0.701
934.000,-2.816
935.000,-2.209
936.000,-0.164
937.000,-2.701
938.000,-2.229
939.000,-0.738
940.000,-1.937
941.000,-1.072
942.000,-2.059
943.000,-1.701
944.000,-2.846
945.000,-2.632
946.000,-2.529
947.000,-2.123
948.000,-1.419
949.000,-2.719
950.000,-2.709
951.000,-3.049
952.000,-0.154
953.000,-1.634
954.000,-2.245
955.000,-0.590
956.000,-1.373
957.000,-1.776
958.000,-2.675
959.000,-1.556
960.000,-1.852
961.000,-1.700
962.000,-2.958
963.000,-3.232
964.000,-1.994
965.000,-2.199
966.000,0.225
967.000,-1.020
968.000,-1.181
969.000,-2.553
970.000,-0.720
971.000,-2.174
972.000,-2.998
973.000,-1.552
974.000,7.042
975.000,-1.672
976.000,-4.115
977.000,-2.832
978.000,-2.617
979.000,-1.836
980.000,-2.574
981.000,-2.052
982.000,-1.724
983.000,-2.533
984.000,-3.202
985.000,-2.699
986.000,-2.345
987.000,0.289
988.000,-2.335
989.000,-2.068
990.000,-0.386
991.000,-0.505
992.000,-0.268
993.000,-1.592
994.000,-2.299
