24/03/2022 13:52:46
Spectrometer: USB2G54090
Integration time (ms): 140.0
Scans averaged: 20

Wavelength,Intensity
350.000,0.320
351.000,-0.231
352.000,-0.361
353.000,-0.539
354.000,0.428
355.000,-0.804
356.000,-1.045
357.000,0.707
358.000,-0.716
359.000,-1.536
360.000,-1.698
361.000,-2.700
362.000,-2.555
363.000,-3.262
364.000,-3.766
365.000,-4.690
366.000,-6.109
367.000,-7.299
368.000,-10.932
369.000,-13.443
370.000,-16.978
371.000,-16.837
372.000,-20.028
373.000,-18.659
374.000,-18.458
375.000,-22.841
376.000,-19.543
377.000,-19.339
378.000,-17.193
379.000,-15.543
380.000,-12.551
381.000,-10.542
382.000,-9.041
383.000,-8.188
384.000,-5.154
385.000,-5.670
386.000,-2.413
387.000,-5.052
388.000,-2.109
389.000,-1.269
390.000,-0.486
391.000,-0.900
392.000,-0.015
393.000,1.107
394.000,0.456
395.000,1.078
396.000,2.365
397.000,1.101
398.000,2.118
399.000,3.085
400.000,2.355
401.000,2.139
402.000,2.413
403.000,2.619
404.000,3.087
405.000,3.125
406.000,4.433
407.000,4.896
408.000,3.295
409.000,5.769
410.000,7.162
411.000,7.596
412.000,7.532
413.000,7.341
414.000,7.729
415.000,8.493
416.000,9.507
417.000,9.187
418.000,9.982
419.000,10.755
420.000,13.355
421.000,13.299
422.000,14.778
423.000,17.117
424.000,19.827
425.000,19.941
426.000,23.030
427.000,26.559
428.000,26.380
429.000,29.391
430.000,33.610
431.000,36.819
432.000,41.759
433.000,44.722
434.000,50.572
435.000,57.122
436.000,64.452
437.000,72.517
438.000,77.902
439.000,87.641
440.000,98.891
441.000,102.518
442.000,119.970
443.000,136.750
444.000,145.469
445.000,156.839
446.000,176.983
447.000,185.744
448.000,204.522
449.000,211.809
450.000,242.213
451.000,257.813
452.000,269.601
453.000,290.160
454.000,316.312
455.000,333.917
456.000,359.340
457.000,389.289
458.000,406.892
459.000,443.007
460.000,475.127
461.000,503.751
462.000,547.650
463.000,576.346
464.000,615.316
465.000,654.354
466.000,702.697
467.000,741.050
468.000,816.684
469.000,861.065
470.000,901.564
471.000,1001.255
472.000,1061.770
473.000,1113.472
474.000,1190.585
475.000,1272.325
476.000,1342.842
477.000,1486.980
478.000,1562.012
479.000,1603.034
480.000,1773.406
481.000,1867.844
482.000,1956.721
483.000,2088.916
484.000,2203.593
485.000,2316.259
486.000,2452.639
487.000,2530.809
488.000,2606.298
489.000,2819.661
490.000,2905.996
491.000,2992.133
492.000,3084.830
493.000,3168.402
494.000,3319.080
495.000,3334.096
496.000,3454.086
497.000,3487.007
498.000,3515.353
499.000,3581.921
500.000,3561.568
501.000,3632.784
502.000,3721.204
