24/03/2022 13:20:41
Spectrometer: USB2G54090
Integration time (ms): 180.0
Scans averaged: 15

Wavelength,Intensity
350.000,1.815
351.000,0.940
352.000,1.649
353.000,1.841
354.000,1.229
355.000,2.644
356.000,0.383
357.000,0.408
358.000,0.453
359.000,-1.141
360.000,-0.998
361.000,-3.084
362.000,-4.456
363.000,-7.675
364.000,-12.368
365.000,-16.753
366.000,-23.224
367.000,-29.587
368.000,-37.046
369.000,-44.070
370.000,-47.708
371.000,-51.789
372.000,-57.284
373.000,-56.148
374.000,-58.029
375.000,-56.709
376.000,-47.037
377.000,-41.858
378.000,-34.954
379.000,-31.968
380.000,-25.826
381.000,-16.733
382.000,-11.936
383.000,-8.942
384.000,-7.263
385.000,-3.247
386.000,0.149
387.000,1.259
388.000,1.064
389.000,5.844
390.000,5.893
391.000,8.266
392.000,10.593
393.000,12.220
394.000,12.220
395.000,15.271
396.000,16.772
397.000,19.727
398.000,23.210
399.000,23.198
400.000,25.386
401.000,28.352
402.000,32.026
403.000,38.305
404.000,39.759
405.000,46.591
406.000,49.219
407.000,53.362
408.000,56.758
409.000,63.451
410.000,71.392
411.000,79.111
412.000,83.392
413.000,92.391
414.000,102.781
415.000,112.503
416.000,122.167
417.000,130.680
418.000,146.174
419.000,158.948
420.000,174.983
421.000,186.569
422.000,200.640
423.000,219.130
424.000,238.145
425.000,243.550
426.000,270.742
427.000,288.138
428.000,305.708
429.000,330.169
430.000,362.690
431.000,392.858
432.000,414.613
433.000,442.641
434.000,482.376
435.000,511.709
436.000,546.928
437.000,592.981
438.000,628.650
439.000,686.156
440.000,716.408
441.000,752.442
442.000,803.955
443.000,874.551
444.000,905.116
445.000,948.933
446.000,1002.332
447.000,1021.632
448.000,1071.634
449.000,1072.799
450.000,1166.420
451.000,1207.170
452.000,1215.118
453.000,1250.853
454.000,1289.509
455.000,1320.305
456.000,1371.515
457.000,1433.170
458.000,1455.871
459.000,1513.775
460.000,1569.621
461.000,1615.967
462.000,1676.552
463.000,1707.348
464.000,1765.816
465.000,1799.179
466.000,1889.516
467.000,1926.479
468.000,2030.954
469.000,2078.546
470.000,2099.875
471.000,2253.779
472.000,2323.030
473.000,2365.565
474.000,2431.673
475.000,2526.268
476.000,2575.804
477.000,2753.201
478.000,2809.462
479.000,2795.101
480.000,2998.106
481.000,3070.497
482.000,3123.014
483.000,3247.252
484.000,3320.315
485.000,3390.325
486.000,3499.401
487.000,3520.958
488.000,3527.843
489.000,3732.477
490.000,3734.308
491.000,3754.916
