24/03/2022 13:48:33
Spectrometer: USB2G54090
Integration time (ms): 185.0
Scans averaged: 15

Wavelength,Intensity
350.000,0.478
351.000,0.771
352.000,-0.260
353.000,0.280
354.000,0.582
355.000,1.293
356.000,0.401
357.000,-0.072
358.000,1.300
359.000,-1.042
360.000,0.370
361.000,0.436
362.000,-1.356
363.000,-3.140
364.000,-4.108
365.000,-4.809
366.000,-6.597
367.000,-10.546
368.000,-13.495
369.000,-14.600
370.000,-18.176
371.000,-22.092
372.000,-26.408
373.000,-26.289
374.000,-29.166
375.000,-28.288
376.000,-24.822
377.000,-26.587
378.000,-23.183
379.000,-21.196
380.000,-16.651
381.000,-14.443
382.000,-12.319
383.000,-7.545
384.000,-5.708
385.000,-6.703
386.000,-7.064
387.000,3.968
388.000,-0.950
389.000,0.233
390.000,-0.647
391.000,-0.001
392.000,0.855
393.000,0.389
394.000,0.569
395.000,1.154
396.000,1.999
397.000,2.191
398.000,3.420
399.000,2.758
400.000,2.881
401.000,2.768
402.000,3.519
403.000,4.967
404.000,3.994
405.000,3.822
406.000,2.657
407.000,5.052
408.000,6.359
409.000,5.698
410.000,5.711
411.000,7.518
412.000,5.875
413.000,6.130
414.000,6.613
415.000,7.322
416.000,7.485
417.000,8.440
418.000,7.908
419.000,8.394
420.000,10.052
421.000,10.225
422.000,10.472
423.000,12.461
424.000,14.479
425.000,12.957
426.000,12.937
427.000,15.119
428.000,16.104
429.000,16.844
430.000,20.672
431.000,22.178
432.000,23.385
433.000,26.927
434.000,28.451
435.000,32.401
436.000,35.513
437.000,39.829
438.000,43.302
439.000,49.426
440.000,55.741
441.000,58.482
442.000,66.443
443.000,76.822
444.000,84.703
445.000,90.333
446.000,100.884
447.000,107.640
448.000,118.299
449.000,125.390
450.000,143.022
451.000,153.677
452.000,164.143
453.000,179.410
454.000,192.906
455.000,203.463
456.000,221.882
457.000,244.788
458.000,262.049
459.000,285.309
460.000,311.443
461.000,329.908
462.000,361.677
463.000,387.660
464.000,415.414
465.000,449.842
466.000,489.251
467.000,523.935
468.000,575.861
469.000,617.061
470.000,651.522
471.000,730.602
472.000,786.896
473.000,827.734
474.000,894.751
475.000,964.998
476.000,1027.172
477.000,1155.528
478.000,1216.901
479.000,1260.601
480.000,1410.730
481.000,1503.580
482.000,1591.976
483.000,1713.681
484.000,1828.830
485.000,1946.668
486.000,2080.620
487.000,2168.079
488.000,2252.526
489.000,2455.805
490.000,2555.507
491.000,2652.256
492.000,2765.486
493.000,2851.553
494.000,3008.780
495.000,3059.451
496.000,3195.030
497.000,3248.327
498.000,3305.714
499.000,3393.912
500.000,3396.645
501.000,3484.051
502.000,3599.066
503.000,3563.082
504.000,3608.700
505.000,3659.145
506.000,3702.593
507.000,3729.824
508.000,3673.763
509.000,3686.948
510.000,3633.208
511.000,3722.442
512.000,3669.301
513.000,3721.859
514.000,3641.307
515.000,3605.884
516.000,3579.568
517.000,3480.202
518.000,3509.607
519.000,3461.332
520.000,3439.034
521.000,3407.842
522.000,3379.077
523.000,3304.288
524.000,3212.089
525.000,3205.716
526.000,3098.262
527.000,3024.712
528.000,2981.148
529.000,2905.294
530.000,2904.027
531.000,2837.945
532.000,2766.588
533.000,2724.889
534.000,2671.067
535.000,2585.167
536.000,2506.180
537.000,2422.022
538.000,2403.387
539.000,2362.023
540.000,2317.513
541.000,2247.946
542.000,2164.749
543.000,2143.609
544.000,2093.024
545.000,2042.736
546.000,1957.167
547.000,1913.029
548.000,1859.390
549.000,1803.871
550.000,1750.153
551.000,1697.266
552.000,1627.811
553.000,1582.655
554.000,1510.677
555.000,1455.381
556.000,1411.093
557.000,1327.202
558.000,1302.086
559.000,1261.324
560.000,1202.738
561.000,1171.529
562.000,1111.493
563.000,1078.859
564.000,1036.124
565.000,991.724
566.000,959.246
567.000,920.716
568.000,879.923
569.000,866.340
570.000,823.267
571.000,797.262
572.000,762.134
573.000,741.022
574.000,722.907
575.000,690.634
576.000,667.616
577.000,645.479
578.000,627.484
579.000,596.570
580.000,574.416
581.000,556.256
582.000,529.812
583.000,506.875
584.000,504.860
585.000,484.422
586.000,458.176
587.000,436.354
588.000,427.125
589.000,412.956
590.000,404.900
591.000,383.855
592.000,371.551
593.000,354.389
594.000,344.739
595.000,331.879
596.000,317.654
597.000,305.303
598.000,294.173
599.000,280.400
600.000,269.770
601.000,264.102
602.000,248.952
603.000,240.593
604.000,230.651
605.000,215.625
606.000,210.561
607.000,202.212
608.000,195.157
609.000,185.767
610.000,182.568
611.000,172.790
612.000,167.215
613.000,163.259
614.000,150.847
615.000,153.930
616.000,140.184
617.000,136.602
618.000,131.110
619.000,124.379
620.000,119.775
621.000,116.555
622.000,117.977
623.000,104.395
624.000,103.103
625.000,101.673
626.000,96.663
627.000,92.529
628.000,90.782
629.000,86.576
630.000,83.355
631.000,81.697
632.000,80.492
633.000,74.260
634.000,105.678
635.000,65.734
636.000,67.388
637.000,63.424
638.000,62.735
639.000,62.850
640.000,57.118
641.000,55.642
642.000,54.471
643.000,50.901
644.000,51.312
645.000,48.914
646.000,47.867
647.000,47.351
648.000,42.646
649.000,41.772
650.000,39.822
651.000,37.653
652.000,34.932
653.000,36.533
654.000,33.351
655.000,33.505
656.000,33.540
657.000,31.597
658.000,30.193
659.000,29.475
660.000,27.617
661.000,26.974
662.000,25.552
663.000,26.902
664.000,24.216
665.000,23.033
666.000,22.962
667.000,21.933
668.000,21.685
669.000,20.511
670.000,18.071
671.000,19.106
672.000,17.759
673.000,17.641
674.000,14.971
675.000,13.621
676.000,14.556
677.000,12.711
678.000,14.000
679.000,13.431
680.000,13.271
681.000,12.103
682.000,11.168
683.000,11.284
684.000,11.370
685.000,9.622
686.000,9.356
687.000,9.283
688.000,9.312
689.000,8.929
690.000,7.771
691.000,9.560
692.000,7.784
693.000,6.325
694.000,6.602
695.000,8.011
696.000,6.934
697.000,6.703
698.000,6.231
699.000,5.981
700.000,7.143
701.000,6.898
702.000,5.791
703.000,5.284
704.000,5.833
705.000,3.300
706.000,4.387
707.000,3.140
708.000,5.189
709.000,4.693
710.000,4.355
711.000,4.177
712.000,4.251
713.000,4.399
714.000,3.795
715.000,3.207
716.000,3.474
717.000,4.228
718.000,2.945
719.000,3.568
720.000,2.681
721.000,2.409
722.000,3.372
723.000,4.837
724.000,3.275
725.000,2.650
726.000,3.835
727.000,2.691
728.000,3.343
729.000,1.627
730.000,1.875
731.000,2.676
732.000,1.624
733.000,1.670
734.000,1.842
735.000,1.501
736.000,1.766
737.000,-0.312
738.000,2.359
739.000,1.761
740.000,1.619
741.000,2.477
742.000,1.075
743.000,0.998
744.000,1.656
745.000,1.852
746.000,0.180
747.000,2.000
748.000,1.474
749.000,1.792
750.000,0.988
751.000,1.042
752.000,0.055
753.000,0.873
754.000,1.409
755.000,0.957
756.000,-0.171
757.000,0.742
758.000,0.002
759.000,1.369
760.000,0.150
761.000,-0.544
762.000,0.835
763.000,-0.047
764.000,1.176
765.000,0.682
766.000,0.007
767.000,0.622
768.000,-1.091
769.000,-0.302
770.000,1.936
771.000,0.402
772.000,0.887
773.000,0.279
774.000,0.064
775.000,0.339
776.000,0.332
777.000,-0.281
778.000,-0.050
779.000,-0.320
780.000,0.616
781.000,1.490
782.000,1.449
783.000,-0.970
784.000,-0.036
785.000,-0.107
786.000,0.109
787.000,0.014
788.000,0.483
789.000,-0.521
790.000,-1.000
791.000,1.306
792.000,0.688
793.000,-0.752
794.000,0.292
795.000,0.626
796.000,-0.578
797.000,-0.515
798.000,-1.376
799.000,-0.568
800.000,-0.900
801.000,0.511
802.000,-0.286
803.000,-1.203
804.000,0.607
805.000,-1.013
806.000,-0.563
807.000,-0.525
808.000,0.386
809.000,-0.598
810.000,0.207
811.000,-1.400
812.000,-1.003
813.000,-0.725
814.000,-0.207
815.000,0.569
816.000,-1.054
817.000,-2.290
818.000,0.495
819.000,-0.460
820.000,-0.084
821.000,0.122
822.000,0.065
823.000,-0.400
824.000,0.119
825.000,-2.489
826.000,-1.352
827.000,-0.269
828.000,-0.876
829.000,-0.638
830.000,0.164
831.000,-1.057
832.000,-0.251
833.000,-1.300
834.000,-0.092
835.000,-1.302
836.000,-0.058
837.000,-0.789
838.000,-0.615
839.000,-1.304
840.000,-0.864
841.000,0.039
842.000,-0.503
843.000,-0.327
844.000,-1.376
845.000,1.085
846.000,-0.802
847.000,-0.595
848.000,-0.724
849.000,-1.975
850.000,0.169
851.000,-2.168
852.000,-1.460
853.000,-0.508
854.000,-0.726
855.000,-0.741
856.000,-0.340
857.000,-0.849
858.000,0.804
859.000,-0.576
860.000,-0.448
861.000,0.174
862.000,0.395
863.000,0.257
864.000,-0.290
865.000,0.206
866.000,-0.810
867.000,0.699
868.000,-0.692
869.000,-0.805
870.000,-0.352
871.000,-0.177
872.000,-0.447
873.000,-0.210
874.000,-1.031
875.000,-0.050
876.000,0.691
877.000,-0.624
878.000,0.053
879.000,0.074
880.000,-0.745
881.000,-0.880
882.000,-0.029
883.000,-0.114
884.000,0.131
885.000,-0.498
886.000,-0.870
887.000,-0.825
888.000,-1.471
889.000,-1.747
890.000,-1.230
891.000,-0.152
892.000,-0.304
893.000,0.460
894.000,-0.226
895.000,-0.573
896.000,-0.197
897.000,-0.725
898.000,-0.408
899.000,-0.615
900.000,-0.157
901.000,-0.320
902.000,0.962
903.000,0.087
904.000,-0.733
905.000,0.286
906.000,-0.984
907.000,-1.450
908.000,0.132
909.000,-0.847
910.000,-0.844
911.000,-1.072
912.000,-0.098
913.000,-0.522
914.000,0.230
915.000,-1.187
916.000,-0.217
917.000,-0.805
918.000,0.386
919.000,0.008
920.000,0.132
921.000,1.110
922.000,-0.095
923.000,-0.998
924.000,-1.265
925.000,-0.032
926.000,-0.179
927.000,-1.430
928.000,-1.859
929.000,-0.490
930.000,-0.933
931.000,-1.436
932.000,-1.668
933.000,0.319
934.000,0.270
935.000,-0.199
936.000,-0.001
937.000,-0.701
938.000,-0.268
939.000,-0.553
940.000,-1.946
941.000,0.017
942.000,-0.552
943.000,0.833
944.000,-0.083
945.000,-1.072
946.000,-2.049
947.000,-0.843
948.000,-0.376
949.000,-0.630
950.000,-1.358
951.000,-1.402
952.000,-0.157
953.000,-1.302
954.000,-1.335
955.000,-0.352
956.000,-0.679
957.000,-0.682
958.000,-0.565
959.000,0.556
960.000,-1.488
961.000,0.224
962.000,-0.827
963.000,-1.248
964.000,-1.790
965.000,-1.871
966.000,0.180
967.000,-1.711
968.000,-0.675
969.000,-1.066
970.000,-0.873
971.000,-0.780
972.000,0.439
973.000,-0.411
974.000,0.389
975.000,0.172
976.000,-1.223
977.000,-1.743
978.000,-1.680
979.000,-1.323
980.000,-0.888
981.000,-1.035
982.000,-0.937
983.000,-0.296
984.000,-0.190
985.000,-2.545
986.000,-1.040
987.000,-0.847
988.000,0.180
989.000,-1.383
990.000,-0.103
991.000,-1.262
992.000,-0.716
993.000,-0.547
994.000,-1.291
995.000,-1.357
996.000,0.211
997.000,-1.664
998.000,-1.471
999.000,-1.064
1000.000,-0.249
