24/03/2022 10:54:55
Spectrometer: USB2G54090
Integration time (ms): 150.0
Scans averaged: 15

Wavelength,Intensity
350.000,-0.421
351.000,-1.017
352.000,-0.440
353.000,-1.182
354.000,-3.537
355.000,-5.374
356.000,-8.016
357.000,-10.998
358.000,-17.805
359.000,-21.322
360.000,-32.260
361.000,-43.362
362.000,-61.203
363.000,-83.669
364.000,-111.477
365.000,-141.580
366.000,-191.392
367.000,-257.220
368.000,-322.848
369.000,-393.322
370.000,-444.891
371.000,-502.475
372.000,-558.225
373.000,-610.182
374.000,-624.146
375.000,-640.706
376.000,-574.862
377.000,-519.496
378.000,-486.302
379.000,-426.297
380.000,-371.957
381.000,-302.563
382.000,-255.305
383.000,-211.825
384.000,-173.200
385.000,-145.353
386.000,-115.469
387.000,-88.014
388.000,-79.319
389.000,-61.109
390.000,-50.628
391.000,-42.867
392.000,-31.507
393.000,-28.785
394.000,-22.233
395.000,-17.054
396.000,-12.303
397.000,-11.010
398.000,-5.447
399.000,-2.824
400.000,-0.856
401.000,2.092
402.000,2.767
403.000,5.222
404.000,6.969
405.000,8.801
406.000,11.308
407.000,12.616
408.000,15.658
409.000,17.667
410.000,20.506
411.000,20.985
412.000,23.690
413.000,26.149
414.000,28.955
415.000,31.166
416.000,35.660
417.000,38.601
418.000,42.229
419.000,47.593
420.000,55.646
421.000,59.356
422.000,62.148
423.000,68.965
424.000,75.745
425.000,81.710
426.000,90.128
427.000,98.040
428.000,104.845
429.000,116.058
430.000,127.659
431.000,141.984
432.000,153.636
433.000,161.230
434.000,182.439
435.000,198.677
436.000,214.259
437.000,234.739
438.000,256.785
439.000,282.850
440.000,303.758
441.000,324.521
442.000,356.960
443.000,397.163
444.000,416.473
445.000,446.339
446.000,483.403
447.000,501.894
448.000,538.244
449.000,544.251
450.000,606.139
451.000,633.897
452.000,652.926
453.000,685.978
454.000,719.061
455.000,755.058
456.000,788.121
457.000,834.565
458.000,871.183
459.000,916.859
460.000,965.861
461.000,1006.801
462.000,1062.398
463.000,1097.413
464.000,1159.588
465.000,1204.490
466.000,1280.448
467.000,1320.400
468.000,1417.500
469.000,1466.258
470.000,1511.909
471.000,1641.810
472.000,1718.950
473.000,1768.152
474.000,1851.219
475.000,1938.430
476.000,2013.289
477.000,2181.104
478.000,2243.432
479.000,2263.115
480.000,2468.540
481.000,2548.552
482.000,2628.346
483.000,2753.973
484.000,2862.228
485.000,2959.194
486.000,3078.446
487.000,3128.107
488.000,3171.668
489.000,3392.105
490.000,3419.213
491.000,3475.955
492.000,3536.885
493.000,3575.738
494.000,3700.910
495.000,3672.734
496.000,3741.479
497.000,3729.595
498.000,3711.873
499.000,3739.073
500.000,3674.071
501.000,3706.750
502.000,3742.085
503.000,3643.625
504.000,3624.704
505.000,3600.321
506.000,3595.996
507.000,3550.700
508.000,3444.132
509.000,3390.314
510.000,3301.485
511.000,3327.132
512.000,3225.218
513.000,3221.586
514.000,3098.202
515.000,3032.247
516.000,2976.356
517.000,2852.671
518.000,2840.808
519.000,2758.822
520.000,2706.135
521.000,2654.732
522.000,2600.276
523.000,2513.736
524.000,2421.960
525.000,2376.269
526.000,2282.504
527.000,2204.476
528.000,2153.362
529.000,2060.475
530.000,2055.992
531.000,1988.608
532.000,1908.216
533.000,1865.262
534.000,1826.376
535.000,1743.406
536.000,1677.196
537.000,1602.528
538.000,1584.406
539.000,1540.109
540.000,1498.138
541.000,1441.961
542.000,1382.461
543.000,1355.212
544.000,1305.841
545.000,1265.821
546.000,1203.913
547.000,1176.511
548.000,1129.549
549.000,1096.143
550.000,1053.557
551.000,1018.159
552.000,970.503
553.000,941.177
554.000,888.963
555.000,852.952
556.000,825.113
557.000,776.556
558.000,756.114
559.000,729.111
560.000,696.474
561.000,668.799
562.000,631.003
