24/03/2022 10:55:18
Spectrometer: USB2G54090
Integration time (ms): 150.0
Scans averaged: 15

Wavelength,Intensity
350.000,-1.214
351.000,-1.059
352.000,-0.557
353.000,-1.386
354.000,-1.906
355.000,-4.559
356.000,-7.070
357.000,-11.436
358.000,-17.710
359.000,-22.004
360.000,-33.172
361.000,-43.094
362.000,-61.459
363.000,-84.810
364.000,-112.885
365.000,-140.987
366.000,-192.420
367.000,-257.820
368.000,-325.296
369.000,-387.725
370.000,-445.058
371.000,-502.363
372.000,-562.648
373.000,-610.908
374.000,-626.640
375.000,-644.067
376.000,-570.372
377.000,-521.503
378.000,-485.778
379.000,-429.542
380.000,-368.327
381.000,-300.138
382.000,-250.544
383.000,-211.774
384.000,-173.024
385.000,-142.854
386.000,-112.277
387.000,-86.027
388.000,-77.949
389.000,-60.150
390.000,-50.366
391.000,-41.203
392.000,-33.361
393.000,-29.101
394.000,-21.247
395.000,-15.535
396.000,-12.648
397.000,-11.073
398.000,-5.631
399.000,-2.888
400.000,-0.458
401.000,1.024
402.000,4.021
403.000,7.289
404.000,6.605
405.000,10.210
406.000,12.796
407.000,13.811
408.000,14.493
409.000,19.429
410.000,20.799
411.000,22.242
412.000,24.395
413.000,26.942
414.000,29.918
415.000,31.671
416.000,36.923
417.000,39.776
418.000,43.549
419.000,49.327
420.000,54.681
421.000,60.530
422.000,62.632
423.000,69.089
424.000,75.201
425.000,81.533
426.000,88.500
427.000,99.592
428.000,106.803
429.000,115.304
430.000,130.233
431.000,141.022
432.000,150.814
433.000,164.714
434.000,185.248
435.000,197.516
436.000,215.166
437.000,237.289
438.000,255.871
439.000,286.461
440.000,306.548
441.000,326.015
442.000,359.428
443.000,397.405
444.000,412.956
445.000,446.350
446.000,479.304
447.000,499.167
448.000,536.088
449.000,546.233
450.000,602.750
451.000,631.091
452.000,647.184
453.000,680.422
454.000,710.503
455.000,742.305
456.000,782.589
457.000,832.281
458.000,856.850
459.000,909.783
460.000,953.112
461.000,997.587
462.000,1051.766
463.000,1090.886
464.000,1149.449
465.000,1188.103
466.000,1264.636
467.000,1311.959
468.000,1408.821
469.000,1466.025
470.000,1495.301
471.000,1634.703
472.000,1702.685
473.000,1757.630
474.000,1838.148
475.000,1919.882
476.000,1990.163
477.000,2167.115
478.000,2226.747
479.000,2250.592
480.000,2442.958
481.000,2528.557
482.000,2604.585
483.000,2735.242
484.000,2831.227
485.000,2933.705
486.000,3041.914
487.000,3103.371
488.000,3139.231
489.000,3356.232
490.000,3395.630
491.000,3443.570
492.000,3509.345
493.000,3553.080
494.000,3660.616
495.000,3630.562
496.000,3704.471
497.000,3713.150
498.000,3677.118
499.000,3718.469
500.000,3641.810
501.000,3678.293
502.000,3714.568
503.000,3601.556
504.000,3589.624
505.000,3579.003
506.000,3561.654
507.000,3524.139
508.000,3414.686
509.000,3362.032
510.000,3253.021
511.000,3298.350
512.000,3198.394
513.000,3183.648
514.000,3076.239
515.000,3012.444
516.000,2945.295
517.000,2828.032
518.000,2818.286
519.000,2734.670
520.000,2691.779
521.000,2632.039
522.000,2579.024
523.000,2498.232
524.000,2406.167
525.000,2361.298
