24/03/2022 10:07:00
Spectrometer: USB2G54090
Integration time (ms): 850.0
Scans averaged: 10

Wavelength,Intensity
350.000,2.339
351.000,2.839
352.000,0.396
353.000,0.349
354.000,0.791
355.000,0.581
356.000,1.179
357.000,1.867
358.000,-1.172
359.000,-1.889
360.000,-2.318
361.000,-1.896
362.000,-7.074
363.000,-6.659
364.000,-9.403
365.000,-12.088
366.000,-15.509
367.000,-23.902
368.000,-24.749
369.000,-32.599
370.000,-40.791
371.000,-33.143
372.000,-61.829
373.000,-42.765
374.000,-42.364
375.000,-37.432
376.000,-28.292
377.000,-28.650
378.000,-16.668
379.000,-15.959
380.000,-13.508
381.000,-9.661
382.000,-7.690
383.000,-8.520
384.000,-1.802
385.000,-2.369
386.000,-16.663
387.000,-26.684
388.000,2.353
389.000,-0.314
390.000,-0.251
391.000,2.090
392.000,3.298
393.000,2.478
394.000,1.527
395.000,1.888
396.000,2.082
397.000,2.770
398.000,1.676
399.000,3.071
400.000,3.820
401.000,2.941
402.000,4.820
403.000,3.660
404.000,3.748
405.000,4.920
406.000,6.616
407.000,6.088
408.000,7.490
409.000,4.815
410.000,7.009
411.000,7.172
412.000,9.006
413.000,8.281
414.000,8.726
415.000,9.025
416.000,11.187
417.000,7.776
418.000,9.667
419.000,8.318
420.000,11.685
421.000,13.586
422.000,9.760
423.000,10.739
424.000,10.710
425.000,10.326
426.000,11.334
427.000,11.439
428.000,12.223
429.000,12.143
430.000,13.499
431.000,12.295
432.000,13.844
433.000,14.513
434.000,14.433
435.000,16.287
436.000,16.437
437.000,14.917
438.000,18.593
439.000,17.840
440.000,20.292
441.000,18.830
442.000,20.903
443.000,25.713
444.000,23.518
445.000,23.784
446.000,25.164
447.000,26.432
448.000,30.139
449.000,30.078
450.000,35.552
451.000,34.358
452.000,35.867
453.000,39.781
454.000,42.262
455.000,46.667
456.000,50.214
457.000,53.013
458.000,53.543
459.000,63.077
460.000,69.995
461.000,69.536
462.000,82.847
463.000,88.303
464.000,104.512
465.000,108.203
466.000,125.424
467.000,135.927
468.000,155.021
469.000,172.897
470.000,183.520
471.000,218.121
472.000,233.328
473.000,234.751
474.000,286.332
475.000,315.832
476.000,346.534
477.000,422.910
478.000,439.229
479.000,458.289
480.000,534.573
481.000,585.574
482.000,639.912
483.000,706.643
484.000,782.930
485.000,849.783
486.000,945.372
487.000,1013.860
488.000,1080.212
489.000,1235.176
490.000,1302.147
491.000,1402.703
492.000,1505.622
493.000,1598.845
494.000,1755.455
495.000,1822.300
496.000,1970.764
497.000,2068.437
498.000,2152.476
499.000,2286.897
500.000,2346.791
501.000,2478.043
502.000,2618.290
503.000,2666.187
504.000,2775.634
505.000,2886.553
506.000,2988.222
507.000,3076.978
508.000,3116.238
509.000,3194.020
510.000,3232.604
511.000,3399.313
512.000,3417.952
513.000,3535.770
514.000,3519.189
515.000,3601.850
516.000,3634.896
517.000,3620.933
518.000,3715.899
519.000,3728.938
520.000,3770.422
521.000,3812.150
522.000,3842.807
523.000,3834.130
524.000,3802.133
525.000,3843.117
526.000,3786.225
527.000,3775.218
528.000,3786.013
529.000,3742.548
530.000,3797.681
531.000,3771.242
532.000,3720.655
533.000,3714.446
534.000,3707.644
535.000,3626.547
536.000,3565.427
537.000,3495.924
538.000,3523.426
539.000,3494.024
540.000,3471.213
541.000,3419.364
542.000,3321.054
543.000,3338.343
544.000,3267.053
545.000,3225.231
546.000,3131.000
547.000,3106.118
548.000,3025.076
549.000,2979.330
550.000,2907.501
551.000,2857.907
552.000,2766.124
553.000,2708.794
554.000,2625.958
555.000,2541.316
556.000,2486.495
557.000,2377.572
558.000,2338.181
559.000,2270.440
560.000,2189.704
561.000,2147.318
562.000,2041.647
563.000,2006.842
564.000,1928.616
565.000,1858.211
566.000,1819.468
567.000,1735.751
568.000,1689.362
569.000,1673.487
570.000,1603.520
571.000,1545.536
572.000,1497.713
573.000,1456.992
574.000,1426.445
575.000,1368.868
576.000,1338.657
577.000,1285.134
