24/03/2022 10:19:52
Spectrometer: USB2G54090
Integration time (ms): 650.0
Scans averaged: 10

Wavelength,Intensity
350.000,4.583
351.000,4.821
352.000,4.711
353.000,4.208
354.000,3.816
355.000,5.445
356.000,3.502
357.000,1.610
358.000,3.699
359.000,0.855
360.000,-0.523
361.000,-4.598
362.000,-8.441
363.000,-14.172
364.000,-21.454
365.000,-28.900
366.000,-39.283
367.000,-57.523
368.000,-77.824
369.000,-91.549
370.000,-104.902
371.000,-112.307
372.000,-118.842
373.000,-119.644
374.000,-131.246
375.000,-124.798
376.000,-96.048
377.000,-82.410
378.000,-57.395
379.000,-38.049
380.000,-16.904
381.000,10.489
382.000,33.576
383.000,63.277
384.000,96.229
385.000,126.166
386.000,166.384
387.000,217.517
388.000,271.933
389.000,327.827
390.000,393.139
391.000,476.406
392.000,559.887
393.000,683.530
394.000,762.553
395.000,855.802
396.000,1026.366
397.000,1166.257
398.000,1247.676
399.000,1356.758
400.000,1498.359
401.000,1618.284
402.000,1758.245
403.000,1892.007
404.000,2002.113
405.000,2118.226
406.000,2222.465
407.000,2280.091
408.000,2392.514
409.000,2489.551
410.000,2617.563
411.000,2755.054
412.000,2779.914
413.000,2860.717
414.000,2878.607
415.000,2973.769
416.000,3027.437
417.000,3016.829
418.000,3069.972
419.000,3143.523
420.000,3199.182
421.000,3141.637
422.000,3142.951
423.000,3163.806
424.000,3150.014
425.000,3006.687
426.000,3095.851
427.000,3042.427
428.000,2992.363
429.000,2978.232
430.000,2983.119
431.000,3011.310
432.000,2946.028
433.000,2895.845
434.000,2902.800
435.000,2864.318
436.000,2818.824
437.000,2825.971
438.000,2759.672
439.000,2773.337
440.000,2719.255
441.000,2618.687
442.000,2602.611
443.000,2623.351
444.000,2509.865
445.000,2452.868
446.000,2415.252
447.000,2270.151
448.000,2219.593
449.000,2061.939
450.000,2100.868
451.000,2011.192
452.000,1881.833
453.000,1801.905
454.000,1732.226
455.000,1644.445
456.000,1604.593
457.000,1557.428
458.000,1478.932
459.000,1444.391
460.000,1425.088
461.000,1346.067
462.000,1320.514
463.000,1270.645
464.000,1245.053
465.000,1194.642
466.000,1184.071
467.000,1141.431
468.000,1143.346
469.000,1103.845
470.000,1057.229
471.000,1085.887
472.000,1048.771
473.000,1000.545
474.000,1003.557
475.000,986.594
476.000,958.094
477.000,1008.729
478.000,957.235
479.000,899.416
480.000,929.451
481.000,916.965
482.000,884.717
483.000,885.433
484.000,881.711
485.000,854.460
486.000,852.738
487.000,824.873
488.000,792.734
489.000,812.892
490.000,780.796
491.000,754.592
492.000,735.351
493.000,711.959
494.000,714.077
495.000,670.818
496.000,664.833
497.000,633.004
498.000,601.386
499.000,583.087
500.000,553.775
501.000,534.187
502.000,518.916
503.000,500.085
504.000,478.431
505.000,452.908
506.000,440.824
507.000,419.648
508.000,396.826
509.000,379.580
510.000,354.332
511.000,344.993
512.000,325.102
513.000,316.999
514.000,288.499
515.000,306.514
516.000,264.644
517.000,270.833
518.000,264.096
519.000,226.429
520.000,216.879
521.000,208.965
522.000,201.426
523.000,190.067
524.000,181.435
525.000,166.631
526.000,157.287
527.000,144.526
528.000,144.926
529.000,140.798
530.000,133.957
531.000,124.901
532.000,118.709
533.000,115.980
534.000,111.276
535.000,98.214
536.000,89.219
537.000,92.209
538.000,87.234
539.000,86.758
540.000,88.929
