24/03/2022 11:16:08
Spectrometer: USB2G54090
Integration time (ms): 185.0
Scans averaged: 15

Wavelength,Intensity
350.000,1.126
351.000,2.782
352.000,2.214
353.000,1.943
354.000,2.145
355.000,2.452
356.000,2.044
357.000,2.504
358.000,3.184
359.000,2.672
360.000,3.512
361.000,3.240
362.000,4.111
363.000,3.748
364.000,3.846
365.000,4.668
366.000,7.789
367.000,6.710
368.000,8.152
369.000,7.993
370.000,7.978
371.000,10.085
372.000,8.781
373.000,10.348
374.000,10.542
375.000,10.269
376.000,10.390
377.000,10.941
378.000,8.161
379.000,8.700
380.000,9.147
381.000,7.349
382.000,5.914
383.000,7.075
384.000,4.337
385.000,11.720
386.000,3.720
387.000,8.410
388.000,4.071
389.000,7.531
390.000,5.818
391.000,5.201
392.000,5.609
393.000,4.789
394.000,5.583
395.000,5.068
396.000,2.868
397.000,4.626
398.000,4.269
399.000,6.439
400.000,5.367
401.000,5.256
402.000,5.341
403.000,5.782
404.000,6.149
405.000,5.989
406.000,5.170
407.000,6.842
408.000,5.910
409.000,5.060
410.000,5.176
411.000,6.578
412.000,6.927
413.000,8.150
414.000,8.700
415.000,9.107
416.000,8.372
417.000,8.365
418.000,8.522
419.000,9.096
420.000,11.050
421.000,11.876
422.000,11.853
423.000,12.526
424.000,12.308
425.000,14.344
426.000,14.476
427.000,15.863
428.000,17.945
429.000,18.870
430.000,22.389
431.000,22.542
432.000,24.223
433.000,28.738
434.000,28.405
435.000,31.197
436.000,37.433
437.000,38.950
438.000,43.805
439.000,49.440
440.000,53.384
441.000,58.754
442.000,65.156
443.000,73.481
444.000,82.868
445.000,86.907
446.000,97.468
447.000,105.624
448.000,115.339
449.000,124.982
450.000,138.544
451.000,150.873
452.000,156.532
453.000,172.167
454.000,185.664
455.000,201.134
456.000,217.714
457.000,237.795
458.000,250.753
459.000,277.694
460.000,303.543
461.000,324.930
462.000,352.845
463.000,378.093
464.000,411.441
465.000,437.460
466.000,481.473
467.000,517.275
468.000,565.281
469.000,609.122
470.000,637.052
471.000,716.810
472.000,766.896
473.000,809.927
474.000,880.227
475.000,952.034
476.000,1017.868
477.000,1143.834
478.000,1200.005
479.000,1249.844
480.000,1396.301
481.000,1493.718
482.000,1579.660
483.000,1709.527
484.000,1821.223
485.000,1932.252
486.000,2068.229
487.000,2160.755
488.000,2242.941
489.000,2454.160
490.000,2543.498
491.000,2662.735
492.000,2764.244
493.000,2854.020
494.000,3013.034
495.000,3070.783
496.000,3207.748
497.000,3279.968
498.000,3330.911
499.000,3425.119
500.000,3424.692
501.000,3525.430
502.000,3637.360
503.000,3596.118
504.000,3660.557
505.000,3702.971
506.000,3753.228
507.000,3784.699
508.000,3737.629
509.000,3741.637
510.000,3689.914
511.000,3790.930
512.000,3726.263
513.000,3769.072
514.000,3698.336
515.000,3674.195
516.000,3643.641
517.000,3560.283
518.000,3593.856
519.000,3538.708
520.000,3515.175
521.000,3475.668
522.000,3444.395
523.000,3383.579
524.000,3285.257
525.000,3288.100
526.000,3177.563
527.000,3102.531
528.000,3071.169
529.000,2982.975
530.000,2987.869
531.000,2920.757
532.000,2834.769
533.000,2783.207
534.000,2748.617
535.000,2667.100
536.000,2583.537
537.000,2493.599
538.000,2468.105
539.000,2436.385
540.000,2386.866
541.000,2322.647
542.000,2230.926
543.000,2219.125
544.000,2146.914
545.000,2099.769
546.000,2019.809
547.000,1978.735
548.000,1925.559
549.000,1860.633
550.000,1809.794
551.000,1750.393
552.000,1676.281
553.000,1640.892
554.000,1558.861
555.000,1499.000
556.000,1460.785
557.000,1378.460
558.000,1348.344
559.000,1306.740
560.000,1253.618
561.000,1209.399
562.000,1153.156
563.000,1124.246
564.000,1073.859
565.000,1026.822
566.000,997.044
567.000,951.863
568.000,910.115
569.000,893.334
570.000,858.181
571.000,826.691
572.000,791.953
573.000,773.543
574.000,742.904
575.000,713.957
576.000,698.986
577.000,666.900
578.000,651.397
579.000,615.306
580.000,595.952
581.000,575.517
582.000,548.361
583.000,527.088
584.000,521.405
585.000,497.427
586.000,477.346
587.000,455.751
588.000,440.948
589.000,425.322
590.000,415.611
591.000,400.662
592.000,384.432
593.000,365.785
594.000,356.369
595.000,339.180
596.000,324.600
597.000,315.163
598.000,297.986
599.000,295.056
600.000,285.788
601.000,272.326
602.000,259.906
603.000,248.915
604.000,238.594
605.000,227.190
606.000,221.374
607.000,212.238
608.000,204.451
609.000,197.132
610.000,186.371
611.000,178.768
612.000,173.536
613.000,182.478
614.000,159.818
615.000,160.898
616.000,149.138
617.000,143.997
618.000,135.589
619.000,131.331
620.000,123.479
621.000,123.478
622.000,123.655
623.000,110.762
624.000,109.118
625.000,104.886
626.000,102.631
